,登入日期,登入時間(以小時為單位),登入成功次數
3982,2021/11/17,2,6413
5611,2021/11/17,3,4184
8580,2021/11/17,4,3564
1575,2021/11/17,5,4694
4368,2021/11/17,6,10064
9386,2021/11/17,7,22333
2566,2021/11/17,8,29022
5540,2021/11/17,9,43106
4411,2021/11/17,10,45628
9311,2021/11/17,11,44910
1474,2021/11/17,12,48094
4700,2021/11/17,13,49126
5637,2021/11/17,14,44181
3087,2021/11/17,15,43258
4952,2021/11/17,16,36775
8234,2021/11/17,17,35167
1492,2021/11/17,18,33956
3287,2021/11/17,19,35491
5154,2021/11/17,20,35712
7270,2021/11/17,21,35982
2190,2021/11/17,22,34550
5335,2021/11/17,23,27670
5779,2021/11/18,0,20585
360,2021/11/18,1,11780
5368,2021/11/18,2,6943
8194,2021/11/18,3,4502
2173,2021/11/18,4,3859
6431,2021/11/18,5,5233
7937,2021/11/18,6,10539
2428,2021/11/18,7,23900
4388,2021/11/18,8,33359
6258,2021/11/18,9,46191
6374,2021/11/18,10,47655
129,2021/11/18,11,45621
5630,2021/11/18,12,50109
6746,2021/11/18,13,47981
809,2021/11/18,14,43095
3387,2021/11/18,15,41710
8290,2021/11/18,16,35337
805,2021/11/18,17,32834
3999,2021/11/18,18,31790
5534,2021/11/18,19,33241
6702,2021/11/18,20,34068
306,2021/11/18,21,34323
2183,2021/11/18,22,32976
5976,2021/11/18,23,26629
7902,2021/11/19,0,18673
2096,2021/11/19,1,10833
5442,2021/11/19,2,6486
1121,2021/11/19,3,4296
4992,2021/11/19,4,3496
6333,2021/11/19,5,4678
1299,2021/11/19,6,9733
4671,2021/11/19,7,24551
7690,2021/11/19,8,30733
820,2021/11/19,9,25715
9288,2021/11/19,10,47427
3466,2021/11/19,11,45538
7210,2021/11/19,12,47151
1306,2021/11/19,13,45870
3605,2021/11/19,14,43387
6177,2021/11/19,15,45262
203,2021/11/19,16,35778
2857,2021/11/19,17,33090
4677,2021/11/19,18,30803
968,2021/11/19,19,31060
9346,2021/11/19,20,31024
2810,2021/11/19,21,31489
4023,2021/11/19,22,28774
138,2021/11/19,23,24564
5581,2021/11/2,0,19368
8621,2021/11/2,1,11184
3161,2021/11/2,2,6494
6522,2021/11/2,3,4080
9272,2021/11/2,4,3212
3191,2021/11/2,5,4494
8948,2021/11/2,6,10178
9224,2021/11/2,7,22149
6007,2021/11/2,8,31175
5377,2021/11/2,9,43508
6421,2021/11/2,10,46015
7983,2021/11/2,11,45399
1106,2021/11/2,12,46720
6214,2021/11/2,13,47211
8345,2021/11/2,14,44580
2764,2021/11/2,15,51911
6442,2021/11/2,16,39192
59,2021/11/2,17,35193
4302,2021/11/2,18,34228
6032,2021/11/2,19,39421
4716,2021/11/2,20,41506
7167,2021/11/2,21,43621
2242,2021/11/2,22,38881
4713,2021/11/2,23,31497
3345,2021/11/20,0,18251
4752,2021/11/20,1,11493
9407,2021/11/20,2,7040
4612,2021/11/20,3,4381
6279,2021/11/20,4,3554
783,2021/11/20,5,3776
3252,2021/11/20,6,6285
6142,2021/11/20,7,11308
353,2021/11/20,8,15064
4082,2021/11/20,9,19629
2776,2021/11/20,10,22537
3762,2021/11/20,11,24189
7596,2021/11/20,12,23919
2643,2021/11/20,13,23091
7713,2021/11/20,14,23725
9318,2021/11/20,15,24550
3015,2021/11/20,16,23516
5124,2021/11/20,17,23231
785,2021/11/20,18,22698
2473,2021/11/20,19,23638
871,2021/11/20,20,23869
4721,2021/11/20,21,24529
9365,2021/11/20,22,23210
2083,2021/11/20,23,20467
5155,2021/11/21,0,15275
7576,2021/11/21,1,10103
1893,2021/11/21,2,6502
3614,2021/11/21,3,4227
8849,2021/11/21,4,3020
2140,2021/11/21,5,3019
4787,2021/11/21,6,4294
9016,2021/11/21,7,7257
2330,2021/11/21,8,11364
6330,2021/11/21,9,15586
3674,2021/11/21,10,19096
7970,2021/11/21,11,20902
1202,2021/11/21,12,20863
6298,2021/11/21,13,20774
6973,2021/11/21,14,20928
3839,2021/11/21,15,21163
4731,2021/11/21,16,22189
8130,2021/11/21,17,22480
1949,2021/11/21,18,22660
5743,2021/11/21,19,24384
4706,2021/11/21,20,25932
7516,2021/11/21,21,27666
1058,2021/11/21,22,27411
5808,2021/11/21,23,23062
8025,2021/11/22,0,17103
2106,2021/11/22,1,11111
6781,2021/11/22,2,7090
7388,2021/11/22,3,4045
2702,2021/11/22,4,3146
6245,2021/11/22,5,3640
7515,2021/11/22,6,7960
3065,2021/11/22,7,19386
3166,2021/11/22,8,33217
8720,2021/11/22,9,48060
7868,2021/11/22,10,49985
811,2021/11/22,11,50388
3651,2021/11/22,12,51532
7369,2021/11/22,13,48567
1126,2021/11/22,14,45160
4551,2021/11/22,15,43413
8761,2021/11/22,16,37801
2550,2021/11/22,17,34781
5128,2021/11/22,18,33069
8758,2021/11/22,19,33827
6985,2021/11/22,20,34709
1762,2021/11/22,21,34544
4492,2021/11/22,22,32307
8780,2021/11/22,23,25766
1444,2021/11/23,0,16803
4306,2021/11/23,1,9751
6885,2021/11/23,2,6022
690,2021/11/23,3,3860
5266,2021/11/23,4,3115
8767,2021/11/23,5,4196
1990,2021/11/23,6,9301
4021,2021/11/23,7,21469
6847,2021/11/23,8,30130
2081,2021/11/23,9,43281
151,2021/11/23,10,43989
3497,2021/11/23,11,44936
6445,2021/11/23,12,46421
596,2021/11/23,13,45443
3533,2021/11/23,14,43568
6694,2021/11/23,15,49358
679,2021/11/23,16,41711
4621,2021/11/23,17,36243
7223,2021/11/23,18,33594
1432,2021/11/23,19,33871
98,2021/11/23,20,34315
2778,2021/11/23,21,35006
8531,2021/11/23,22,32781
9185,2021/11/23,23,26287
2976,2021/11/24,0,18078
7774,2021/11/24,1,10087
9413,2021/11/24,2,5928
3971,2021/11/24,3,4073
4967,2021/11/24,4,3374
724,2021/11/24,5,4389
4473,2021/11/24,6,9486
6863,2021/11/24,7,22192
1084,2021/11/24,8,31292
3447,2021/11/24,9,42941
1559,2021/11/24,10,34873
4419,2021/11/24,11,8282
226,2021/11/24,12,57169
2568,2021/11/24,13,52121
6281,2021/11/24,14,50438
9128,2021/11/24,15,48553
3012,2021/11/24,16,44915
8893,2021/11/24,17,45527
1540,2021/11/24,18,44143
5199,2021/11/24,19,45372
2012,2021/11/24,20,38715
6050,2021/11/24,21,37565
9340,2021/11/24,22,34847
2939,2021/11/24,23,27575
5484,2021/11/25,0,19448
9241,2021/11/25,1,10984
4587,2021/11/25,2,6671
5107,2021/11/25,3,4499
7846,2021/11/25,4,3712
2831,2021/11/25,5,5413
7142,2021/11/25,6,12415
616,2021/11/25,7,34336
5326,2021/11/25,8,44730
6564,2021/11/25,9,55024
5936,2021/11/25,10,53711
7119,2021/11/25,11,51282
1508,2021/11/25,12,51462
6877,2021/11/25,13,50022
6180,2021/11/25,14,45061
2514,2021/11/25,15,45558
5117,2021/11/25,16,39592
8694,2021/11/25,17,37129
5661,2021/11/25,18,36165
7058,2021/11/25,19,36975
3896,2021/11/25,20,37496
9009,2021/11/25,21,37968
3888,2021/11/25,22,35527
5753,2021/11/25,23,28709
7953,2021/11/26,0,18759
3594,2021/11/26,1,10863
4557,2021/11/26,2,6412
7941,2021/11/26,3,4231
2150,2021/11/26,4,3412
6922,2021/11/26,5,4374
7838,2021/11/26,6,8961
2241,2021/11/26,7,21315
6347,2021/11/26,8,29790
131,2021/11/26,9,44939
6401,2021/11/26,10,48030
1856,2021/11/26,11,46769
5609,2021/11/26,12,49466
7291,2021/11/26,13,48990
1849,2021/11/26,14,43715
3780,2021/11/26,15,47310
7940,2021/11/26,16,39262
2343,2021/11/26,17,34552
4627,2021/11/26,18,31362
538,2021/11/26,19,31347
7545,2021/11/26,20,31945
709,2021/11/26,21,30643
4695,2021/11/26,22,29060
8812,2021/11/26,23,24874
2159,2021/11/27,0,15998
3441,2021/11/27,1,8992
8341,2021/11/27,2,6433
1552,2021/11/27,3,4635
6608,2021/11/27,4,3316
4817,2021/11/27,5,3494
2259,2021/11/27,6,5688
4726,2021/11/27,7,10177
9172,2021/11/27,8,14658
4139,2021/11/27,9,20372
1514,2021/11/27,10,23221
4100,2021/11/27,11,25830
7389,2021/11/27,12,24980
2458,2021/11/27,13,23855
4265,2021/11/27,14,24560
7225,2021/11/27,15,25143
2320,2021/11/27,16,24048
5907,2021/11/27,17,23378
8983,2021/11/27,18,22494
720,2021/11/27,19,22893
309,2021/11/27,20,23363
4281,2021/11/27,21,24143
7057,2021/11/27,22,23030
180,2021/11/27,23,19419
5062,2021/11/28,0,15073
8006,2021/11/28,1,10033
886,2021/11/28,2,6469
4296,2021/11/28,3,4347
7172,2021/11/28,4,2941
477,2021/11/28,5,2820
3143,2021/11/28,6,3964
5175,2021/11/28,7,6627
1998,2021/11/28,8,10578
6489,2021/11/28,9,15234
3584,2021/11/28,10,19047
6733,2021/11/28,11,20780
975,2021/11/28,12,21258
3753,2021/11/28,13,22105
6802,2021/11/28,14,21378
1880,2021/11/28,15,22521
4517,2021/11/28,16,23050
7015,2021/11/28,17,23130
1270,2021/11/28,18,23007
5205,2021/11/28,19,25154
2382,2021/11/28,20,27323
6272,2021/11/28,21,28451
74,2021/11/28,22,28538
3983,2021/11/28,23,23801
7373,2021/11/29,0,17940
8461,2021/11/29,1,11518
3749,2021/11/29,2,7201
7279,2021/11/29,3,4108
470,2021/11/29,4,3065
4480,2021/11/29,5,3646
7504,2021/11/29,6,7996
1025,2021/11/29,7,24703
3207,2021/11/29,8,37050
6880,2021/11/29,9,51949
3281,2021/11/29,10,50875
9181,2021/11/29,11,50348
3711,2021/11/29,12,51907
8068,2021/11/29,13,49078
8721,2021/11/29,14,45661
3196,2021/11/29,15,52035
7186,2021/11/29,16,45704
323,2021/11/29,17,38756
4505,2021/11/29,18,35953
4482,2021/11/29,19,36646
5067,2021/11/29,20,37880
8959,2021/11/29,21,37537
1725,2021/11/29,22,35720
5653,2021/11/29,23,28100
6338,2021/11/3,0,19757
3022,2021/11/3,1,11152
4235,2021/11/3,2,6579
8781,2021/11/3,3,4241
2194,2021/11/3,4,3613
5945,2021/11/3,5,4800
7765,2021/11/3,6,11008
3200,2021/11/3,7,24799
3805,2021/11/3,8,32538
8674,2021/11/3,9,42438
6079,2021/11/3,10,43227
1790,2021/11/3,11,43354
5076,2021/11/3,12,46240
7501,2021/11/3,13,45043
2257,2021/11/3,14,50345
3347,2021/11/3,15,47149
7614,2021/11/3,16,39563
2160,2021/11/3,17,34994
6222,2021/11/3,18,33515
8150,2021/11/3,19,34798
6118,2021/11/3,20,35384
1162,2021/11/3,21,35816
4156,2021/11/3,22,33503
7825,2021/11/3,23,27044
8859,2021/11/30,0,19385
2982,2021/11/30,1,11259
4970,2021/11/30,2,6650
9450,2021/11/30,3,4417
2376,2021/11/30,4,3790
6031,2021/11/30,5,5538
816,2021/11/30,6,12676
3810,2021/11/30,7,28170
5891,2021/11/30,8,38546
9369,2021/11/30,9,53826
8145,2021/11/30,10,57388
1708,2021/11/30,11,53433
3953,2021/11/30,12,54611
9005,2021/11/30,13,53133
2985,2021/11/30,14,51081
4407,2021/11/30,15,49620
9021,2021/11/30,16,40360
3702,2021/11/30,17,38767
6521,2021/11/30,18,37949
343,2021/11/30,19,39149
8003,2021/11/30,20,40994
1182,2021/11/30,21,41503
4308,2021/11/30,22,39619
8502,2021/11/30,23,31759
1196,2021/11/4,0,18068
1797,2021/11/4,1,10688
6456,2021/11/4,2,6486
896,2021/11/4,3,4302
3623,2021/11/4,4,3720
7615,2021/11/4,5,4645
1344,2021/11/4,6,9891
4208,2021/11/4,7,23319
8432,2021/11/4,8,30510
1980,2021/11/4,9,43768
656,2021/11/4,10,43347
4367,2021/11/4,11,42295
6835,2021/11/4,12,47108
507,2021/11/4,13,48771
4064,2021/11/4,14,41041
6728,2021/11/4,15,46905
727,2021/11/4,16,36784
5120,2021/11/4,17,33890
9080,2021/11/4,18,32479
2500,2021/11/4,19,33438
1032,2021/11/4,20,34042
3902,2021/11/4,21,34548
6666,2021/11/4,22,32967
304,2021/11/4,23,26486
3854,2021/11/5,0,19444
7151,2021/11/5,1,11598
438,2021/11/5,2,7058
3184,2021/11/5,3,4880
7321,2021/11/5,4,4182
894,2021/11/5,5,5986
3884,2021/11/5,6,14624
5698,2021/11/5,7,32630
2603,2021/11/5,8,38396
5247,2021/11/5,9,52944
3323,2021/11/5,10,57494
5189,2021/11/5,11,56763
264,2021/11/5,12,58324
2685,2021/11/5,13,57795
6649,2021/11/5,14,55622
9351,2021/11/5,15,53895
3111,2021/11/5,16,46397
6599,2021/11/5,17,42806
1067,2021/11/5,18,41434
5219,2021/11/5,19,40227
1796,2021/11/5,20,39927
4055,2021/11/5,21,39743
8268,2021/11/5,22,38523
2556,2021/11/5,23,31604
6518,2021/11/6,0,22816
8428,2021/11/6,1,13651
3336,2021/11/6,2,8250
6762,2021/11/6,3,5217
7,2021/11/6,4,3835
1104,2021/11/6,5,4015
5203,2021/11/6,6,6950
6247,2021/11/6,7,12188
3204,2021/11/6,8,17241
7282,2021/11/6,9,22443
3856,2021/11/6,10,25535
9370,2021/11/6,11,26041
1834,2021/11/6,12,25635
6041,2021/11/6,13,25316
8848,2021/11/6,14,25454
4125,2021/11/6,15,25901
5827,2021/11/6,16,24855
8891,2021/11/6,17,24895
3388,2021/11/6,18,24204
5267,2021/11/6,19,24387
5268,2021/11/6,20,25216
5955,2021/11/6,21,26211
1686,2021/11/6,22,25018
5031,2021/11/6,23,21613
5783,2021/11/7,0,16132
2953,2021/11/7,1,11001
4522,2021/11/7,2,6731
9419,2021/11/7,3,4342
2088,2021/11/7,4,3109
5359,2021/11/7,5,2862
8731,2021/11/7,6,4500
2316,2021/11/7,7,7366
7363,2021/11/7,8,11424
8829,2021/11/7,9,16220
8732,2021/11/7,10,19483
589,2021/11/7,11,21336
5365,2021/11/7,12,21507
7897,2021/11/7,13,23433
3174,2021/11/7,14,21859
5486,2021/11/7,15,22166
8724,2021/11/7,16,22817
3801,2021/11/7,17,22592
3827,2021/11/7,18,22990
7914,2021/11/7,19,25249
5793,2021/11/7,20,27434
1551,2021/11/7,21,29198
2951,2021/11/7,22,29250
9400,2021/11/7,23,24327
2027,2021/11/8,0,18197
5265,2021/11/8,1,11466
9209,2021/11/8,2,7438
2164,2021/11/8,3,4048
4773,2021/11/8,4,3171
7241,2021/11/8,5,3892
3703,2021/11/8,6,8297
6081,2021/11/8,7,17561
9061,2021/11/8,8,33879
1784,2021/11/8,9,49469
823,2021/11/8,10,50228
2407,2021/11/8,11,50393
7126,2021/11/8,12,51773
2263,2021/11/8,13,51498
3290,2021/11/8,14,46884
7752,2021/11/8,15,43962
2647,2021/11/8,16,38993
3433,2021/11/8,17,36559
7193,2021/11/8,18,34794
2569,2021/11/8,19,35938
591,2021/11/8,20,36801
1953,2021/11/8,21,36670
6636,2021/11/8,22,34918
581,2021/11/8,23,27777
2851,2021/11/9,0,18650
8267,2021/11/9,1,10603
104,2021/11/9,2,6229
5007,2021/11/9,3,4149
5399,2021/11/9,4,3277
2830,2021/11/9,5,4385
3128,2021/11/9,6,9681
6750,2021/11/9,7,23919
2735,2021/11/9,8,32191
3845,2021/11/9,9,44282
3774,2021/11/9,10,46146
8100,2021/11/9,11,45173
422,2021/11/9,12,48835
3392,2021/11/9,13,47407
6494,2021/11/9,14,44145
1781,2021/11/9,15,45998
4984,2021/11/9,16,37335
8752,2021/11/9,17,33730
677,2021/11/9,18,32778
4613,2021/11/9,19,34224
2412,2021/11/9,20,34978
6941,2021/11/9,21,35343
8299,2021/11/9,22,33595
3892,2021/11/9,23,27562
3948,2021/12/1,0,23514
8695,2021/12/1,1,12802
2775,2021/12/1,2,7531
4778,2021/12/1,3,5059
7839,2021/12/1,4,3973
2207,2021/12/1,5,5188
6470,2021/12/1,6,12076
9238,2021/12/1,7,29105
2670,2021/12/1,8,43768
6744,2021/12/1,9,64246
2519,2021/12/1,10,66703
8440,2021/12/1,11,38401
1325,2021/12/1,12,52010
4941,2021/12/1,13,67568
8178,2021/12/1,14,56324
2041,2021/12/1,15,62406
7066,2021/12/1,16,54685
237,2021/12/1,17,53319
3471,2021/12/1,18,48908
6615,2021/12/1,19,53297
6507,2021/12/1,20,54734
7161,2021/12/1,21,50233
582,2021/12/1,22,41740
4071,2021/12/1,23,33010
8273,2021/12/10,0,20500
1566,2021/12/10,1,12189
5791,2021/12/10,2,7310
8276,2021/12/10,3,4946
3007,2021/12/10,4,4193
6262,2021/12/10,5,6213
8949,2021/12/10,6,15096
3341,2021/12/10,7,30713
8073,2021/12/10,8,40402
215,2021/12/10,9,54839
8527,2021/12/10,10,59107
1753,2021/12/10,11,45896
3512,2021/12/10,12,48564
7936,2021/12/10,13,60302
2492,2021/12/10,14,55382
7943,2021/12/10,15,53754
7757,2021/12/10,16,45130
3516,2021/12/10,17,41620
5166,2021/12/10,18,38824
464,2021/12/10,19,38071
7920,2021/12/10,20,38029
1606,2021/12/10,21,38595
4987,2021/12/10,22,36785
6685,2021/12/10,23,30800
1016,2021/12/11,0,22077
3848,2021/12/11,1,13518
6740,2021/12/11,2,8092
594,2021/12/11,3,5088
4438,2021/12/11,4,3919
9296,2021/12/11,5,4030
2594,2021/12/11,6,6968
6070,2021/12/11,7,12091
9133,2021/12/11,8,16569
3692,2021/12/11,9,20935
941,2021/12/11,10,24465
4172,2021/12/11,11,25426
8856,2021/12/11,12,25389
1388,2021/12/11,13,25140
5044,2021/12/11,14,24866
8354,2021/12/11,15,27348
2925,2021/12/11,16,26319
5749,2021/12/11,17,30596
8557,2021/12/11,18,25376
2322,2021/12/11,19,25114
926,2021/12/11,20,25647
3937,2021/12/11,21,26056
8200,2021/12/11,22,25283
1823,2021/12/11,23,22389
3101,2021/12/12,0,21334
6675,2021/12/12,1,13017
228,2021/12/12,2,7895
2983,2021/12/12,3,4855
5919,2021/12/12,4,3457
1301,2021/12/12,5,3158
6179,2021/12/12,6,4638
8520,2021/12/12,7,7737
3278,2021/12/12,8,12148
5233,2021/12/12,9,16957
5521,2021/12/12,10,20711
5950,2021/12/12,11,22664
1164,2021/12/12,12,23448
2360,2021/12/12,13,23044
7959,2021/12/12,14,23191
1774,2021/12/12,15,23741
7329,2021/12/12,16,24652
6371,2021/12/12,17,24659
2561,2021/12/12,18,24395
5979,2021/12/12,19,26605
3967,2021/12/12,20,28807
7480,2021/12/12,21,30647
35,2021/12/12,22,31040
5249,2021/12/12,23,27884
8826,2021/12/13,0,20132
48,2021/12/13,1,12191
4622,2021/12/13,2,7522
6173,2021/12/13,3,4243
465,2021/12/13,4,3109
4623,2021/12/13,5,3607
7132,2021/12/13,6,7879
1696,2021/12/13,7,20754
5644,2021/12/13,8,32393
7565,2021/12/13,9,49083
7878,2021/12/13,10,49752
346,2021/12/13,11,48892
2340,2021/12/13,12,51561
6929,2021/12/13,13,50146
469,2021/12/13,14,45795
4753,2021/12/13,15,44089
5854,2021/12/13,16,39526
1327,2021/12/13,17,36528
5956,2021/12/13,18,34394
6147,2021/12/13,19,35562
6193,2021/12/13,20,36789
9393,2021/12/13,21,37101
3035,2021/12/13,22,35399
8713,2021/12/13,23,28581
9376,2021/12/14,0,19863
3321,2021/12/14,1,11124
6995,2021/12/14,2,6540
8670,2021/12/14,3,4495
2636,2021/12/14,4,3456
5989,2021/12/14,5,4349
1395,2021/12/14,6,9616
3597,2021/12/14,7,21591
8155,2021/12/14,8,32244
812,2021/12/14,9,45431
9228,2021/12/14,10,46192
2806,2021/12/14,11,46134
4675,2021/12/14,12,47752
196,2021/12/14,13,46006
4174,2021/12/14,14,42293
8244,2021/12/14,15,45519
8283,2021/12/14,16,37358
2654,2021/12/14,17,35576
7112,2021/12/14,18,34724
1133,2021/12/14,19,36296
7010,2021/12/14,20,37426
2464,2021/12/14,21,38318
6752,2021/12/14,22,36344
8861,2021/12/14,23,30456
3669,2021/12/15,0,21293
6400,2021/12/15,1,17486
9426,2021/12/15,2,13320
1554,2021/12/15,3,9644
6436,2021/12/15,4,10305
9039,2021/12/15,5,16212
2627,2021/12/15,6,40443
6621,2021/12/15,7,56212
511,2021/12/15,8,52313
2989,2021/12/15,9,61345
1312,2021/12/15,10,56600
6009,2021/12/15,11,51955
7813,2021/12/15,12,52005
1633,2021/12/15,13,49266
5051,2021/12/15,14,45640
8943,2021/12/15,15,47331
2863,2021/12/15,16,39692
6709,2021/12/15,17,36556
6119,2021/12/15,18,35699
3169,2021/12/15,19,36345
2357,2021/12/15,20,36870
5029,2021/12/15,21,37692
9007,2021/12/15,22,35575
2460,2021/12/15,23,29512
3980,2021/12/16,0,20696
5829,2021/12/16,1,11632
1612,2021/12/16,2,7008
4813,2021/12/16,3,4497
8223,2021/12/16,4,3803
1502,2021/12/16,5,4865
7572,2021/12/16,6,10604
9352,2021/12/16,7,24282
3957,2021/12/16,8,33510
4998,2021/12/16,9,45626
1872,2021/12/16,10,46886
7560,2021/12/16,11,46045
1332,2021/12/16,12,48163
7359,2021/12/16,13,45628
7917,2021/12/16,14,41567
2932,2021/12/16,15,41820
4569,2021/12/16,16,35604
8671,2021/12/16,17,33968
2048,2021/12/16,18,32861
6267,2021/12/16,19,33528
2493,2021/12/16,20,34573
6197,2021/12/16,21,35027
1537,2021/12/16,22,33112
4680,2021/12/16,23,26734
5833,2021/12/17,0,19835
578,2021/12/17,1,11753
4370,2021/12/17,2,6789
7830,2021/12/17,3,4435
1491,2021/12/17,4,3643
6162,2021/12/17,5,4808
8464,2021/12/17,6,9616
1913,2021/12/17,7,24573
2590,2021/12/17,8,33435
9234,2021/12/17,9,44374
5526,2021/12/17,10,44660
963,2021/12/17,11,44921
5032,2021/12/17,12,45939
8141,2021/12/17,13,44295
1637,2021/12/17,14,42198
4267,2021/12/17,15,39228
6990,2021/12/17,16,34955
1268,2021/12/17,17,31936
5001,2021/12/17,18,30126
7806,2021/12/17,19,29342
6567,2021/12/17,20,29077
431,2021/12/17,21,28621
2885,2021/12/17,22,27362
7496,2021/12/17,23,23075
8601,2021/12/18,0,16755
4313,2021/12/18,1,10182
6938,2021/12/18,2,6217
1040,2021/12/18,3,4238
3284,2021/12/18,4,3221
5672,2021/12/18,5,3194
1652,2021/12/18,6,5465
5441,2021/12/18,7,9367
7691,2021/12/18,8,12970
1598,2021/12/18,9,17554
7668,2021/12/18,10,20281
2317,2021/12/18,11,21981
6895,2021/12/18,12,22468
776,2021/12/18,13,21801
4210,2021/12/18,14,23820
7876,2021/12/18,15,23042
711,2021/12/18,16,22163
4175,2021/12/18,17,21899
6964,2021/12/18,18,20498
1366,2021/12/18,19,21539
7364,2021/12/18,20,22798
2574,2021/12/18,21,23259
7067,2021/12/18,22,21425
22,2021/12/18,23,19061
2945,2021/12/19,0,14352
5805,2021/12/19,1,9613
18,2021/12/19,2,6086
3872,2021/12/19,3,179
6641,2021/12/19,4,2929
1779,2021/12/19,5,2765
2724,2021/12/19,6,3875
7580,2021/12/19,7,6797
302,2021/12/19,8,10427
4020,2021/12/19,9,14919
1545,2021/12/19,10,18743
3843,2021/12/19,11,20025
9200,2021/12/19,12,20744
3026,2021/12/19,13,21278
5885,2021/12/19,14,21046
7820,2021/12/19,15,21740
5547,2021/12/19,16,22587
5314,2021/12/19,17,23225
292,2021/12/19,18,22104
2509,2021/12/19,19,24206
2826,2021/12/19,20,25909
4230,2021/12/19,21,26466
7989,2021/12/19,22,27158
2280,2021/12/19,23,22841
7399,2021/12/2,0,21612
1816,2021/12/2,1,11923
4589,2021/12/2,2,6744
7624,2021/12/2,3,4263
1019,2021/12/2,4,2895
5746,2021/12/2,5,4657
8718,2021/12/2,6,10916
4467,2021/12/2,7,26042
5413,2021/12/2,8,34104
8446,2021/12/2,9,48963
7723,2021/12/2,10,51709
1496,2021/12/2,11,50718
6469,2021/12/2,12,50611
7368,2021/12/2,13,49190
1503,2021/12/2,14,44891
3675,2021/12/2,15,47705
7311,2021/12/2,16,38641
2980,2021/12/2,17,35611
7698,2021/12/2,18,34436
9231,2021/12/2,19,37117
5737,2021/12/2,20,37862
1689,2021/12/2,21,38057
4217,2021/12/2,22,35064
6937,2021/12/2,23,28098
3637,2021/12/20,0,16860
6066,2021/12/20,1,10987
1979,2021/12/20,2,7082
7059,2021/12/20,3,4004
9317,2021/12/20,4,3066
3190,2021/12/20,5,3615
5984,2021/12/20,6,7852
7877,2021/12/20,7,18554
4750,2021/12/20,8,34428
7379,2021/12/20,9,52208
3241,2021/12/20,10,55645
6210,2021/12/20,11,50054
1386,2021/12/20,12,49522
5194,2021/12/20,13,48285
8895,2021/12/20,14,46964
3217,2021/12/20,15,46654
5578,2021/12/20,16,40539
8048,2021/12/20,17,37997
2652,2021/12/20,18,35096
5806,2021/12/20,19,35833
5081,2021/12/20,20,36730
6182,2021/12/20,21,36945
1073,2021/12/20,22,34745
2707,2021/12/20,23,28310
8633,2021/12/21,0,19421
2185,2021/12/21,1,11300
3812,2021/12/21,2,6517
6861,2021/12/21,3,4263
2056,2021/12/21,4,3430
6030,2021/12/21,5,4162
7488,2021/12/21,6,8640
2471,2021/12/21,7,20255
7028,2021/12/21,8,32024
8254,2021/12/21,9,48106
7386,2021/12/21,10,45812
608,2021/12/21,11,44847
3687,2021/12/21,12,46829
7424,2021/12/21,13,49102
1889,2021/12/21,14,45429
5618,2021/12/21,15,46704
8987,2021/12/21,16,48360
1507,2021/12/21,17,36455
6141,2021/12/21,18,32471
8756,2021/12/21,19,33071
6215,2021/12/21,20,34428
210,2021/12/21,21,34930
2715,2021/12/21,22,32887
5763,2021/12/21,23,26708
9300,2021/12/22,0,19298
3617,2021/12/22,1,11129
7790,2021/12/22,2,6505
900,2021/12/22,3,4376
3541,2021/12/22,4,3590
8805,2021/12/22,5,4561
3210,2021/12/22,6,9738
4462,2021/12/22,7,20600
8225,2021/12/22,8,31269
2116,2021/12/22,9,47132
110,2021/12/22,10,47966
4441,2021/12/22,11,45446
6117,2021/12/22,12,46650
1215,2021/12/22,13,45145
2972,2021/12/22,14,41725
8190,2021/12/22,15,46296
1497,2021/12/22,16,38908
4698,2021/12/22,17,35497
8278,2021/12/22,18,33354
1222,2021/12/22,19,34434
466,2021/12/22,20,35300
2898,2021/12/22,21,35759
6508,2021/12/22,22,34894
7303,2021/12/22,23,28086
3508,2021/12/23,0,19878
4957,2021/12/23,1,11446
7800,2021/12/23,2,6822
3374,2021/12/23,3,4556
8064,2021/12/23,4,3665
1053,2021/12/23,5,4920
3747,2021/12/23,6,9887
8676,2021/12/23,7,22613
818,2021/12/23,8,33677
4106,2021/12/23,9,46461
3407,2021/12/23,10,47128
6154,2021/12/23,11,46371
72,2021/12/23,12,47373
2539,2021/12/23,13,46289
4510,2021/12/23,14,43188
9165,2021/12/23,15,42960
3911,2021/12/23,16,37200
6949,2021/12/23,17,33771
1405,2021/12/23,18,32974
4332,2021/12/23,19,33621
2132,2021/12/23,20,34368
6356,2021/12/23,21,35313
9140,2021/12/23,22,33970
2537,2021/12/23,23,27984
4019,2021/12/24,0,20779
8571,2021/12/24,1,11838
2952,2021/12/24,2,7214
5770,2021/12/24,3,4892
5943,2021/12/24,4,4059
3729,2021/12/24,5,5433
7136,2021/12/24,6,10763
347,2021/12/24,7,27060
4710,2021/12/24,8,35856
7347,2021/12/24,9,46950
4153,2021/12/24,10,48520
9344,2021/12/24,11,47815
2047,2021/12/24,12,49198
7467,2021/12/24,13,48574
9269,2021/12/24,14,45607
2793,2021/12/24,15,42502
5481,2021/12/24,16,37722
1323,2021/12/24,17,34613
5074,2021/12/24,18,32583
7811,2021/12/24,19,31153
4892,2021/12/24,20,30526
7986,2021/12/24,21,29479
2019,2021/12/24,22,28213
4743,2021/12/24,23,24232
8195,2021/12/25,0,19164
2414,2021/12/25,1,12235
4605,2021/12/25,2,7500
